Num,Player,Pos,Age,Value,Country,Continent,Position,Order,x_level
10,Emil Forsberg,Left Wing,26,29250000.0,Sweden,Europe,Forward,21,50000000.0
17,Viktor Claesson,Attacking Midfield,26,9360000.0,Sweden,Europe,Midfielder,21,58000000.0
6,Ludwig Augustinsson,Left-Back,24,8189999.999999999,Sweden,Europe,Defender,21,65000000.0
18,Pontus Jansson,Centre-Back,27,7020000.0,Sweden,Europe,Defender,21,71000000.0
5,Martin Olsson,Left-Back,30,5850000.0,Sweden,Europe,Defender,21,76000000.0
9,Marcus Berg,Centre-Forward,31,5850000.0,Sweden,Europe,Forward,21,81000000.0
11,John Guidetti,Centre-Forward,26,5850000.0,Sweden,Europe,Forward,21,86000000.0
4,Andreas Granqvist,Centre-Back,33,4680000.0,Sweden,Europe,Defender,21,90000000.0
2,Mikael Lustig,Right-Back,31,3510000.0,Sweden,Europe,Defender,21,93000000.0
15,Oscar Hiljemark,Central Midfield,26,3510000.0,Sweden,Europe,Midfielder,21,96000000.0
12,Karl-Johan Johnsson,Keeper,28,2340000.0,Sweden,Europe,Keeper,21,98000000.0
14,Filip Helander,Centre-Back,25,2340000.0,Sweden,Europe,Defender,21,100000000.0
8,Albin Ekdal,Central Midfield,28,2340000.0,Sweden,Europe,Midfielder,21,102000000.0
7,Sebastian Larsson,Central Midfield,33,2340000.0,Sweden,Europe,Midfielder,21,104000000.0
21,Jimmy Durmaz,Left Wing,29,2340000.0,Sweden,Europe,Forward,21,106000000.0
22,Isaac Thelin,Centre-Forward,26,2340000.0,Sweden,Europe,Forward,21,108000000.0
23,Kristoffer Nordfeldt,Keeper,29,1170000.0,Sweden,Europe,Keeper,21,109000000.0
1,Robin Olsen,Keeper,28,1170000.0,Sweden,Europe,Keeper,21,110000000.0
16,Emil Krafth,Right-Back,23,1170000.0,Sweden,Europe,Defender,21,111000000.0
19,Marcus Rohdén,Right Midfield,27,1170000.0,Sweden,Europe,Midfielder,21,112000000.0
20,Ola Toivonen,Centre-Forward,32,1170000.0,Sweden,Europe,Forward,21,113000000.0
13,Gustav Svensson,Defensive Midfield,31,877500.0,Sweden,Europe,Midfielder,21,113750000.0
7,Heung-min Son,Left Wing,26,58500000.0,South Korea,Asia,Forward,22,50000000.0
11,Hee-chan Hwang,Centre-Forward,22,11700000.0,South Korea,Asia,Forward,22,60000000.0
16,Sung-yong Ki,Defensive Midfield,29,8189999.999999999,South Korea,Asia,Midfielder,22,67000000.0
13,Ja-cheol Koo,Attacking Midfield,29,3510000.0,South Korea,Asia,Midfielder,22,70000000.0
17,Jae-song Lee,Attacking Midfield,25,2340000.0,South Korea,Asia,Midfielder,22,72000000.0
1,Seung-Gyu Kim,Keeper,27,1170000.0,South Korea,Asia,Keeper,22,73000000.0
21,Jin-hyeon Kim,Keeper,31,1170000.0,South Korea,Asia,Keeper,22,74000000.0
12,Min-uh Kim,Left Midfield,28,1170000.0,South Korea,Asia,Midfielder,22,75000000.0
10,Seung-Woo Lee,Left Wing,20,1170000.0,South Korea,Asia,Forward,22,76000000.0
9,Shin-uk Kim,Centre-Forward,30,1170000.0,South Korea,Asia,Forward,22,77000000.0
4,Ban-seok Oh,Centre-Back,30,994499.9999999999,South Korea,Asia,Defender,22,77850000.0
19,Young-gwon Kim,Centre-Back,28,994499.9999999999,South Korea,Asia,Defender,22,78700000.0
22,Yo-han Ko .,Central Midfield,30,965249.9999999999,South Korea,Asia,Midfielder,22,79525000.0
15,Woo-young Jung,Defensive Midfield,28,936000.0,South Korea,Asia,Midfielder,22,80325000.0
6,Ju-ho Park,Left-Back,31,877500.0,South Korea,Asia,Defender,22,81075000.0
14,Cheol Hong,Left-Back,27,877500.0,South Korea,Asia,Defender,22,81825000.0
8,Se-jong Ju,Defensive Midfield,27,877500.0,South Korea,Asia,Midfielder,22,82575000.0
20,Hyun-soo Jang,Centre-Back,26,760500.0,South Korea,Asia,Defender,22,83225000.0
23,Hyeon-uh Jo,Keeper,26,585000.0,South Korea,Asia,Keeper,22,83725000.0
2,Yong Lee,Right-Back,31,585000.0,South Korea,Asia,Defender,22,84225000.0
3,Seung-hyeon Jung,Centre-Back,24,526500.0,South Korea,Asia,Defender,22,84675000.0
18,Seon-min Mun,Left Wing,26,526500.0,South Korea,Asia,Forward,22,85125000.0
5,Young-seon Yun,Centre-Back,29,468000.0,South Korea,Asia,Defender,22,85525000.0
10,Gylfi Sigurdsson,Attacking Midfield,28,35100000.0,Iceland,Europe,Midfielder,23,30000000.0
7,Johann Berg Gudmundsson,Right Wing,27,11700000.0,Iceland,Europe,Forward,23,40000000.0
11,Alfred Finnbogason,Centre-Forward,29,11700000.0,Iceland,Europe,Forward,23,50000000.0
6,Ragnar Sigurdsson,Centre-Back,32,4680000.0,Iceland,Europe,Defender,23,54000000.0
5,Sverrir Ingi Ingason,Centre-Back,24,3510000.0,Iceland,Europe,Defender,23,57000000.0
18,Hördur Magnússon,Centre-Back,25,2340000.0,Iceland,Europe,Defender,23,59000000.0
15,Hólmar Örn Eyjólfsson,Centre-Back,27,2340000.0,Iceland,Europe,Defender,23,61000000.0
17,Aron Gunnarsson,Central Midfield,29,2340000.0,Iceland,Europe,Midfielder,23,63000000.0
8,Birkir Bjarnason,Central Midfield,30,2340000.0,Iceland,Europe,Midfielder,23,65000000.0
22,Jón Dadi Bödvarsson,Centre-Forward,26,2340000.0,Iceland,Europe,Forward,23,67000000.0
21,Arnór Ingvi Traustason,Left Midfield,25,1170000.0,Iceland,Europe,Midfielder,23,68000000.0
4,Albert Gudmundsson,Right Wing,21,1170000.0,Iceland,Europe,Forward,23,69000000.0
9,Björn Sigurdarson,Centre-Forward,27,1170000.0,Iceland,Europe,Forward,23,70000000.0
23,Ari Freyr Skúlason,Left-Back,31,1053000.0,Iceland,Europe,Defender,23,70900000.0
19,Rúrik Gíslason,Right Wing,30,760500.0,Iceland,Europe,Forward,23,71550000.0
20,Emil Hallfredsson,Central Midfield,34,702000.0,Iceland,Europe,Midfielder,23,72150000.0
13,Rúnar Alex Rúnarsson,Keeper,23,585000.0,Iceland,Europe,Keeper,23,72650000.0
2,Birkir Már Saevarsson,Right-Back,33,468000.0,Iceland,Europe,Defender,23,73050000.0
1,Hannes Thór Halldórsson,Keeper,34,409500.0,Iceland,Europe,Keeper,23,73400000.0
12,Frederik Schram,Keeper,23,292500.0,Iceland,Europe,Keeper,23,73650000.0
3,Samúel Fridjónsson,Defensive Midfield,22,234000.0,Iceland,Europe,Midfielder,23,73850000.0
10,Shinji Kagawa,Attacking Midfield,29,15210000.0,Japan,Asia,Midfielder,24,13000000.0
22,Maya Yoshida,Centre-Back,29,8189999.999999999,Japan,Asia,Defender,24,20000000.0
19,Hiroki Sakai,Right-Back,28,7020000.0,Japan,Asia,Defender,24,26000000.0
9,Shinji Okazaki,Centre-Forward,32,7020000.0,Japan,Asia,Forward,24,32000000.0
13,Yoshinori Muto,Centre-Forward,25,7020000.0,Japan,Asia,Forward,24,38000000.0
14,Takashi Inui,Left Wing,30,5850000.0,Japan,Asia,Forward,24,43000000.0
4,Keisuke Honda,Right Wing,32,4680000.0,Japan,Asia,Forward,24,47000000.0
15,Yuya Osako .,Secondary Striker,28,4680000.0,Japan,Asia,Forward,24,51000000.0
5,Yuto Nagatomo,Left-Back,31,3510000.0,Japan,Asia,Defender,24,54000000.0
8,Genki Haraguchi,Left Wing,27,3510000.0,Japan,Asia,Forward,24,57000000.0
23,Kosuke Nakamura,Keeper,23,1170000.0,Japan,Asia,Keeper,24,58000000.0
12,Masaaki Higashiguchi,Keeper,32,1170000.0,Japan,Asia,Keeper,24,59000000.0
3,Gen Shoji,Centre-Back,25,1170000.0,Japan,Asia,Defender,24,60000000.0
20,Tomoaki Makino,Centre-Back,31,1170000.0,Japan,Asia,Defender,24,61000000.0
6,Wataru Endo,Centre-Back,25,1170000.0,Japan,Asia,Defender,24,62000000.0
2,Naomichi Ueda,Centre-Back,23,1170000.0,Japan,Asia,Defender,24,63000000.0
16,Hotaru Yamaguchi,Defensive Midfield,27,1170000.0,Japan,Asia,Midfielder,24,64000000.0
17,Makoto Hasebe,Defensive Midfield,34,1170000.0,Japan,Asia,Midfielder,24,65000000.0
7,Gaku Shibasaki,Central Midfield,26,1170000.0,Japan,Asia,Midfielder,24,66000000.0
18,Ryota Oshima,Central Midfield,25,1170000.0,Japan,Asia,Midfielder,24,67000000.0
11,Takashi Usami,Left Wing,26,1170000.0,Japan,Asia,Forward,24,68000000.0
1,Eiji Kawashima,Keeper,35,292500.0,Japan,Asia,Keeper,24,68250000.0
17,Ellyes Skhiri,Defensive Midfield,23,11700000.0,Tunisia,Africa,Midfielder,25,10000000.0
10,Wahbi Khazri,Attacking Midfield,27,11700000.0,Tunisia,Africa,Midfielder,25,20000000.0
23,Naïm Sliti,Left Wing,25,8189999.999999999,Tunisia,Africa,Forward,25,27000000.0
7,Saîf-Eddine Khaoui,Attacking Midfield,23,5850000.0,Tunisia,Africa,Midfielder,25,32000000.0
11,Dylan Bronn,Centre-Back,23,3510000.0,Tunisia,Africa,Defender,25,35000000.0
5,Oussama Haddadi,Left-Back,26,3510000.0,Tunisia,Africa,Defender,25,38000000.0
18,Bassem Srarfi,Right Wing,21,3510000.0,Tunisia,Africa,Forward,25,41000000.0
22,Mouez Hassen,Keeper,23,1170000.0,Tunisia,Africa,Keeper,25,42000000.0
4,Yassine Meriah,Centre-Back,25,1170000.0,Tunisia,Africa,Defender,25,43000000.0
3,Yohan Benalouane,Centre-Back,31,1170000.0,Tunisia,Africa,Defender,25,44000000.0
12,Ali Maâloul,Left-Back,28,1170000.0,Tunisia,Africa,Defender,25,45000000.0
21,Hamdi Nagguez,Right-Back,25,1170000.0,Tunisia,Africa,Defender,25,46000000.0
14,Mohamed Amine Ben Amor,Defensive Midfield,26,1170000.0,Tunisia,Africa,Midfielder,25,47000000.0
13,Ferjani Sassi,Central Midfield,26,1170000.0,Tunisia,Africa,Midfielder,25,48000000.0
9,Anice Badri,Right Wing,27,1170000.0,Tunisia,Africa,Forward,25,49000000.0
8,Fakhreddine Ben Youssef,Right Wing,27,1170000.0,Tunisia,Africa,Forward,25,50000000.0
19,Saber Khalifa,Centre-Forward,31,1170000.0,Tunisia,Africa,Forward,25,51000000.0
20,Ghaylen Chaaleli,Central Midfield,24,1053000.0,Tunisia,Africa,Midfielder,25,51900000.0
2,Syam Ben Youssef,Centre-Back,29,936000.0,Tunisia,Africa,Defender,25,52700000.0
6,Rami Bedoui,Centre-Back,28,936000.0,Tunisia,Africa,Defender,25,53500000.0
15,Ahmed Khalil,Defensive Midfield,23,936000.0,Tunisia,Africa,Midfielder,25,54300000.0
1,Farouk Ben Mustapha,Keeper,29,906750.0,Tunisia,Africa,Keeper,25,55075000.0
16,Balbouli,Keeper,33,819000.0,Tunisia,Africa,Keeper,25,55775000.0
13,Aaron Mooy,Central Midfield,27,11700000.0,Australia,Oceania,Midfielder,26,10000000.0
1,Mathew Ryan,Keeper,26,9360000.0,Australia,Oceania,Keeper,26,18000000.0
8,Massimo Luongo,Central Midfield,25,4680000.0,Australia,Oceania,Midfielder,26,22000000.0
7,Mathew Leckie,Right Wing,27,4680000.0,Australia,Oceania,Forward,26,26000000.0
16,Aziz Behich,Left-Back,27,2340000.0,Australia,Oceania,Defender,26,28000000.0
15,Mile Jedinak,Defensive Midfield,33,2340000.0,Australia,Oceania,Midfielder,26,30000000.0
22,Jackson Irvine,Defensive Midfield,25,2340000.0,Australia,Oceania,Midfielder,26,32000000.0
23,Tom Rogic,Attacking Midfield,25,2340000.0,Australia,Oceania,Midfielder,26,34000000.0
9,Tomi Juric,Centre-Forward,26,2340000.0,Australia,Oceania,Forward,26,36000000.0
12,Brad Jones,Keeper,36,1170000.0,Australia,Oceania,Keeper,26,37000000.0
18,Danny Vukovic,Keeper,33,1170000.0,Australia,Oceania,Keeper,26,38000000.0
6,Matthew Jurman,Centre-Back,28,1170000.0,Australia,Oceania,Defender,26,39000000.0
20,Trent Sainsbury,Centre-Back,26,1170000.0,Australia,Oceania,Defender,26,40000000.0
14,Jamie Maclaren,Centre-Forward,24,1170000.0,Australia,Oceania,Forward,26,41000000.0
10,Robbie Kruse,Left Wing,29,1053000.0,Australia,Oceania,Forward,26,41900000.0
5,Mark Milligan .,Defensive Midfield,32,994499.9999999999,Australia,Oceania,Midfielder,26,42750000.0
2,Milos Degenek,Centre-Back,24,936000.0,Australia,Oceania,Defender,26,43550000.0
21,Dimitri Petratos,Attacking Midfield,25,936000.0,Australia,Oceania,Midfielder,26,44350000.0
3,James Meredith,Left-Back,30,877500.0,Australia,Oceania,Defender,26,45100000.0
19,Joshua Risdon,Right-Back,25,877500.0,Australia,Oceania,Defender,26,45850000.0
11,Andrew Nabbout,Centre-Forward,25,643500.0,Australia,Oceania,Forward,26,46400000.0
4,Tim Cahill,Attacking Midfield,38,585000.0,Australia,Oceania,Midfielder,26,46900000.0
17,Daniel Arzani .,Right Wing,19,585000.0,Australia,Oceania,Forward,26,47400000.0
18,Alireza Jahanbakhsh,Right Wing,24,14040000.0,Iran,Asia,Forward,27,12000000.0
20,Sardar Azmoun,Centre-Forward,23,10530000.0,Iran,Asia,Forward,27,21000000.0
10,Karim Ansarifard,Centre-Forward,28,4680000.0,Iran,Asia,Forward,27,25000000.0
5,Milad Mohammadi .,Left-Back,24,2340000.0,Iran,Asia,Defender,27,27000000.0
1,Alireza Beiranvand,Keeper,25,1170000.0,Iran,Asia,Keeper,27,28000000.0
22,Amir Abedzadeh,Keeper,25,1170000.0,Iran,Asia,Keeper,27,29000000.0
3,Ehsan Hajsafi .,Left-Back,28,1170000.0,Iran,Asia,Defender,27,30000000.0
23,Ramin Rezaeian .,Right-Back,28,1170000.0,Iran,Asia,Defender,27,31000000.0
9,Omid Ebrahimi,Defensive Midfield,30,1170000.0,Iran,Asia,Midfielder,27,32000000.0
6,Saeid Ezatolahi,Central Midfield,21,1170000.0,Iran,Asia,Midfielder,27,33000000.0
11,Vahid Amiri .,Left Wing,30,1170000.0,Iran,Asia,Forward,27,34000000.0
2,Mehdi Torabi,Left Wing,23,1170000.0,Iran,Asia,Forward,27,35000000.0
14,Saman Ghoddos,Centre-Forward,24,1170000.0,Iran,Asia,Forward,27,36000000.0
17,Mehdi Taremi .,Centre-Forward,25,1170000.0,Iran,Asia,Forward,27,37000000.0
8,Morteza Pouraliganji .,Centre-Back,26,1111500.0,Iran,Asia,Defender,27,37950000.0
12,Mohammad Rashid Mazaheri,Keeper,29,1053000.0,Iran,Asia,Keeper,27,38850000.0
19,Majid Hosseini,Centre-Back,22,1053000.0,Iran,Asia,Defender,27,39750000.0
4,Roozbeh Cheshmi .,Defensive Midfield,25,1053000.0,Iran,Asia,Midfielder,27,40650000.0
21,Ashkan Dejagah .,Right Wing,32,936000.0,Iran,Asia,Forward,27,41450000.0
13,Mohammad Reza Khanzadeh,Centre-Back,26,819000.0,Iran,Asia,Defender,27,42150000.0
7,Masoud Shojaei .,Attacking Midfield,34,819000.0,Iran,Asia,Midfielder,27,42850000.0
15,Pejman Montazeri,Centre-Back,34,468000.0,Iran,Asia,Defender,27,43250000.0
1,Keylor Navas,Keeper,31,21060000.0,Costa Rica,North America,Keeper,28,18000000.0
5,Celso Borges,Central Midfield,30,4680000.0,Costa Rica,North America,Midfielder,28,22000000.0
12,Joel Campbell,Right Wing,26,3510000.0,Costa Rica,North America,Forward,28,25000000.0
8,Bryan Oviedo,Left-Back,28,2340000.0,Costa Rica,North America,Defender,28,27000000.0
3,Giancarlo González,Centre-Back,30,1170000.0,Costa Rica,North America,Defender,28,28000000.0
6,Óscar Duarte,Centre-Back,29,1170000.0,Costa Rica,North America,Defender,28,29000000.0
16,Cristian Gamboa,Right-Back,28,1170000.0,Costa Rica,North America,Defender,28,30000000.0
10,Bryan Ruíz,Left Midfield,32,1170000.0,Costa Rica,North America,Midfielder,28,31000000.0
13,Rodney Wallace,Left Midfield,30,1170000.0,Costa Rica,North America,Midfielder,28,32000000.0
21,Marcos Ureña,Secondary Striker,28,1053000.0,Costa Rica,North America,Forward,28,32900000.0
19,Kendall Waston,Centre-Back,30,994499.9999999999,Costa Rica,North America,Defender,28,33750000.0
20,David Guzmán,Defensive Midfield,28,936000.0,Costa Rica,North America,Midfielder,28,34550000.0
15,Francisco Calvo,Centre-Back,26,877500.0,Costa Rica,North America,Defender,28,35300000.0
17,Yeltsin Tejeda,Defensive Midfield,26,877500.0,Costa Rica,North America,Midfielder,28,36050000.0
11,Johan Venegas,Right Midfield,29,702000.0,Costa Rica,North America,Midfielder,28,36650000.0
7,Christian Bolaños,Right Wing,34,438750.0,Costa Rica,North America,Forward,28,37025000.0
23,Leonel Moreira,Keeper,28,409500.0,Costa Rica,North America,Keeper,28,37375000.0
9,Daniel Colindres,Left Wing,33,380250.0,Costa Rica,North America,Forward,28,37700000.0
14,Randall Azofeifa,Defensive Midfield,33,351000.0,Costa Rica,North America,Midfielder,28,38000000.0
18,Patrick Pemberton,Keeper,36,321750.0,Costa Rica,North America,Keeper,28,38275000.0
22,Kenner Gutiérrez,Centre-Back,29,321750.0,Costa Rica,North America,Defender,28,38550000.0
2,Jhonny Acosta,Centre-Back,34,234000.0,Costa Rica,North America,Defender,28,38750000.0
22,Ian Smith,Right-Back,20,117000.0,Costa Rica,North America,Defender,28,38850000.0
18,André Carrillo,Right Wing,27,7020000.0,Peru,South America,Forward,29,6000000.0
11,Raúl Ruidíaz,Centre-Forward,27,5850000.0,Peru,South America,Forward,29,11000000.0
13,Renato Tapia,Central Midfield,22,4680000.0,Peru,South America,Midfielder,29,15000000.0
7,Paolo Hurtado,Attacking Midfield,27,4680000.0,Peru,South America,Midfielder,29,19000000.0
8,Christian Cueva,Attacking Midfield,26,3510000.0,Peru,South America,Midfielder,29,22000000.0
9,Paolo Guerrero,Centre-Forward,34,3510000.0,Peru,South America,Forward,29,25000000.0
10,Jefferson Farfán,Right Wing,33,2340000.0,Peru,South America,Forward,29,27000000.0
1,Pedro Gallese,Keeper,28,1170000.0,Peru,South America,Keeper,29,28000000.0
6,Miguel Trauco,Left-Back,26,1170000.0,Peru,South America,Defender,29,29000000.0
17,Luis Advíncula,Right-Back,28,1170000.0,Peru,South America,Defender,29,30000000.0
23,Pedro Aquino,Defensive Midfield,23,1170000.0,Peru,South America,Midfielder,29,31000000.0
19,Yoshimar Yotún,Central Midfield,28,1053000.0,Peru,South America,Midfielder,29,31900000.0
14,Andy Polo,Right Wing,23,1053000.0,Peru,South America,Forward,29,32800000.0
15,Christian Ramos,Centre-Back,29,936000.0,Peru,South America,Defender,29,33600000.0
12,Carlos Cáceda,Keeper,26,585000.0,Peru,South America,Keeper,29,34100000.0
4,Anderson Santamaría,Centre-Back,26,585000.0,Peru,South America,Defender,29,34600000.0
5,Miguel Araujo,Centre-Back,23,585000.0,Peru,South America,Defender,29,35100000.0
3,Aldo Corzo,Right-Back,29,585000.0,Peru,South America,Defender,29,35600000.0
22,Nilson Loyola,Left-Back,23,497249.99999999994,Peru,South America,Defender,29,36025000.0
16,Wilder Cartagena,Defensive Midfield,23,468000.0,Peru,South America,Midfielder,29,36425000.0
20,Édison Flores,Left Wing,24,468000.0,Peru,South America,Forward,29,36825000.0
2,Alberto Rodríguez,Centre-Back,34,292500.0,Peru,South America,Defender,29,37075000.0
21,José Carvallo,Keeper,32,234000.0,Peru,South America,Keeper,29,37275000.0
23,Motaz Hawsawi,Centre-Back,26,1170000.0,Saudi Arabia,Asia,Defender,30,1000000.0
13,Yasir Al-Shahrani,Left-Back,26,1170000.0,Saudi Arabia,Asia,Defender,30,2000000.0
6,Mohammed Al-Burayk,Right-Back,25,1170000.0,Saudi Arabia,Asia,Defender,30,3000000.0
7,Salman Al-Faraj,Central Midfield,28,1170000.0,Saudi Arabia,Asia,Midfielder,30,4000000.0
16,Hussain Al-Moqahwi,Central Midfield,30,1170000.0,Saudi Arabia,Asia,Midfielder,30,5000000.0
19,Fahad Al-Muwallad,Right Wing,23,1170000.0,Saudi Arabia,Asia,Forward,30,6000000.0
14,Abdullah Ateef,Defensive Midfield,25,1140750.0,Saudi Arabia,Asia,Midfielder,30,6975000.0
22,Mohammed Al-Owais,Keeper,26,1111500.0,Saudi Arabia,Asia,Keeper,30,7925000.0
20,Muhannad Asiri,Centre-Forward,31,1111500.0,Saudi Arabia,Asia,Forward,30,8875000.0
21,Yasser Al-Mosailem,Keeper,34,1053000.0,Saudi Arabia,Asia,Keeper,30,9775000.0
9,Hatan Bahbir,Attacking Midfield,25,1053000.0,Saudi Arabia,Asia,Midfielder,30,10675000.0
8,Yahia Al-Shehri,Right Wing,28,936000.0,Saudi Arabia,Asia,Forward,30,11475000.0
18,Salem Al-Dawsari,Right Wing,26,936000.0,Saudi Arabia,Asia,Forward,30,12275000.0
5,Omar Hawsawi,Centre-Back,32,877500.0,Saudi Arabia,Asia,Defender,30,13025000.0
17,Taiseer Al-Jassam,Central Midfield,33,877500.0,Saudi Arabia,Asia,Midfielder,30,13775000.0
3,Osama Hawsawi,Centre-Back,34,789750.0,Saudi Arabia,Asia,Defender,30,14450000.0
12,Mohamed Kanno,Central Midfield,23,760500.0,Saudi Arabia,Asia,Midfielder,30,15100000.0
10,Mohammed Al-Sahlawi,Centre-Forward,31,760500.0,Saudi Arabia,Asia,Forward,30,15750000.0
1,Abdullah Al-Muaiouf,Keeper,31,702000.0,Saudi Arabia,Asia,Keeper,30,16350000.0
2,Mansour Al-Harbi,Left-Back,30,702000.0,Saudi Arabia,Asia,Defender,30,16950000.0
4,Ali Al-Boleahi,Centre-Back,28,409500.0,Saudi Arabia,Asia,Defender,30,17300000.0
11,Abdulmalek Al-Khaibri,Defensive Midfield,32,292500.0,Saudi Arabia,Asia,Midfielder,30,17550000.0
15,Abdullah Al-Khaibari,Defensive Midfield,21,204750.0,Saudi Arabia,Asia,Midfielder,30,17725000.0
20,Aníbal Godoy,Defensive Midfield,28,936000.0,Panama,North America,Midfielder,31,800000.0
17,Luis Ovalle,Left-Back,29,643500.0,Panama,North America,Defender,31,1350000.0
2,Michael Murillo,Right-Back,22,585000.0,Panama,North America,Defender,31,1850000.0
8,Yoel Bárcenas,Left Midfield,24,585000.0,Panama,North America,Midfielder,31,2350000.0
9,Gabriel Torres,Centre-Forward,29,585000.0,Panama,North America,Forward,31,2850000.0
11,Armando Cooper,Central Midfield,30,526500.0,Panama,North America,Midfielder,31,3300000.0
15,Eric Davis,Left-Back,27,497249.99999999994,Panama,North America,Defender,31,3725000.0
13,Adolfo Machado,Centre-Back,33,468000.0,Panama,North America,Defender,31,4125000.0
14,Valentin Pimentel,Right Wing,27,409500.0,Panama,North America,Forward,31,4475000.0
10,Ismael Díaz,Left Wing,21,351000.0,Panama,North America,Forward,31,4775000.0
3,Hárold Cummings,Centre-Back,26,292500.0,Panama,North America,Defender,31,5025000.0
19,Ricardo Ávila,Defensive Midfield,21,292500.0,Panama,North America,Midfielder,31,5275000.0
16,Abdiel Arroyo,Centre-Forward,24,292500.0,Panama,North America,Forward,31,5525000.0
12,José Calderón .,Keeper,32,234000.0,Panama,North America,Keeper,31,5725000.0
21,José Luis Rodríguez,Left Midfield,20,234000.0,Panama,North America,Midfielder,31,5925000.0
22,Álex Rodríguez,Keeper,27,204750.0,Panama,North America,Keeper,31,6100000.0
4,Fidel Escobar,Centre-Back,23,204750.0,Panama,North America,Defender,31,6275000.0
